
При нажатии кнопки "Пуск дизеля" маслопрокачивающий насос не работает	
0	Откройте жалюзи вручную.
25	Включить ЭПК-150.
0	Перевести реверсор ключом вручную.
При включении на пульте управления автомата "ТН" топливный насос не работает	0
26	Переключить автомат несколько раз.
0	Выяснить причину срабатывания РУ-7. При давлении в картере запуск запрещён.
27	Переключить автомат "ТН" на ВВК несколько раз.
0	Пуск дизеля и следование до станции на аварийном питание топливом.
28	Обесточить РУ-7 отключением автомата "Дизель"
0	Взвести общий автомат управления
0	Поставить перемычку между клеммами под пультом 11/1; 2-12/12
0	Включить автомат.
29	Для удаления воздуха из топливной системы включить топливоподкачивающий агрегат, открыть вентиль, на трубе от топливоподкачивающего агрегата, иглы на ФТО.
Неисправность в цепи зарядки АБ после запуска дизеля	0
30	Сменить перегоревший предохранитель.
31	Сменить перегоревший предохранитель.
0	Отсоединить фишку БРН.
0	Если диод ДЗБ пробит, то во время остановки дизеля стрелка амперметра зарядки будет находиться в крайнем левом положении до тех пор пока не перегорит легкоплавкая вставка предохранителя ПР1 на 160А в цепи вспомогательного генератора.
0	В этом случае надо вынуть предохранитель из гнезда и заменить вставку. На место предохранитель можно ставить только после запуска дизеля, а перед каждой остановкой в обязательном порядке вынимать из гнезда.
Неисправность в цепи датчика контроля целостности тормозной магистрали	0
32	При ложном срабатывании защиты вывести РУ-1 отключением автомата "УО".
Неисправность компрессора КТ-7	0
33	Переключить 3РД с противоположной секции
0	0
0	0
0	0
0	0
0	0
Приложение N 2	0
к Перечню действий локомотивных	0
бригад по выявлению и устранению	0
неисправностей на локомотивах	0
при поездной и маневровой работе	0
0	0
Порядок действий локомотивных бригад по выявлению и устранению неисправностей на тепловозах 2ТЭ10М, 2ТЭ10МК, 2ТЭ10У, 2ТЭ10УК	0
0	0
N	Метод устранения неисправности
1	0
0	Включить автомат "Дизель".
0	Включить автомат "Топливный насос".
2	Включить автомат.
0	Установить реверсивную рукоятку в рабочее положение.
0	Установить контроллер в нулевое положение.
3	Заменить плавкую вставку предохранителя
4	Восстановить предельный выключатель в рабочее положение рукояткой взвода
5	Проверить свободность хода реек топливных насосов. Неисправный насос отключить выводом поводка от общей тяги
6	Проверить работу вентилятора и жалюзей на ручном управлении холодильника. Охладите воду или масло.
0	При выходе из строя запорного клапана отрегулировать давление в гидромуфте обходным вентилем
7	Осмотреть главный генератор (Г.Г.) и при отсутствии следов переброса и запаха горелой изоляции, обратить внимание на поездной реверсор (П.Р.)
0	Далее на нулевой позиции контроллера кратковременным нажатием кнопки перевести реле заземления в отключенное состояние. Затем, поочерёдно включая тумблера ОМ1 - ОМ6 и набирая тяговые позиции (не выше пятой), по повторному срабатыванию реле заземления определить цепь с повреждённым двигателем. На нулевой позиции контроллера отключить ВРЗ-1 и с помощью кнопки вновь отключить реле заземления. Повторить набор позиций с выключенным неисправным двигателем. Если реле не включилось, пробой изоляции на минусовой стороне, если включилось - на плюсовой. Неисправный электродвигатель отключить с плюсовой стороны соответствующим тумблером ОМ1 - ОМ6.
0	После этого восстановить отключенное состояние реле заземления, включить разъединители ВРЗ1 и ВРЗ2 и следовать далее, контролируя максимально допустимый ток тягового генератора 3500 А
8	Освобождая реле от защелки и поочередно отключая ОМ1-ОМ6, определить и отключить неисправный двигатель
9	Проверить штепсельное соединение ОРД.
0	Проверить штепсельное соединение датчика числа оборотов.
10	При работающем топливоподкачивающем насосе открыть вентиль на нагнетательной трубе и пробку на фильтре тонкой очистки топлива и выпустить воздух.
11	Отключить поводок рейки неисправного топливного насоса
0	Соединить поводок рейки с тягой подачи топлива
12	Добейтесь снижения температуры масла, далее следовать с постоянным контролем давления и температуры масла
13	Перейти на забор воздуха из дизельного помещения, путём открытия заслонок на ФНД
14	Закрыть обходной вентиль запорного клапана гидромуфты
15	Заменить перегоревший предохранитель
16	Отключить неисправный топливный насос
17	Немедленно остановить дизель.
18	Перейти на ручное управление.
19	Перейти на ручной режим открытия жалюзи
20	Перейти на аварийный топливоподкачивающий агрегат включением тумблера ТНА.
21	Проверить блокировки в цепи РУ-2, положение Д2, дверных створок ВВК, давление воздуха в ТМ, температуру воды и масла
22	Для перезапуска системы переключить автомат "питание УСТА" или при включенном автомате переключить тумблер на БР УСТА.
0	Если работа УСТА не восстанавливается, то:
0	1. Сначала выключить автомат "Питания УСТА" или тумблер на БР
0	2. Затем отключить все ШР у БР, кроме нижнего правого.
0	3. Проверить включены ли ШР у БРН.
0	4. Переключить АР в "аварийное" положение.
23	Причины заниженной мощности:
0	1. Неисправность ОМ1-6 (проверка постановкой перемычки в обход всех ОМ)
0	2. Неисправность РУ-10 (визуальный осмотр, с 4-й позиции)
0	3. Неисправность индуктивного датчика (визуальный осмотр, при наборе позиций подвижный сердечник ИД не перемещается вглубь катушки)
0	4. Неисправность ВП-6 (дует воздух по вентилю, рычаги вверх, давит дизель, при выявлении снять фишку с ВП-6)
0	5. Заклинило ТНВД (проверка поднятием поводка на свободность хода, при выявлении отключить ТНВД)
0	6. Неисправность цилиндрового комплекта (проверка поднятием поводка ТНВД на посторонние хлопки в ТК, при выявлении отключить ТНВД)
0	7. Неисправность датчика числа оборотов (проверка отсоединением ШР с датчика и последующей перезагрузкой УСТА)
0	8. Слетела тяга с выходного вала ОРД
0	9. Неисправность механизма захлопки (слабая пружина, не зафиксирован "стакан" стопором)
0	10. Мало давление надувочного воздуха с 8 позиции (на 15 позиции должно быть 1,4-1,8 кгс/см2)
0	11. Не работает корректор наддува ОРД (проверить целостность трубки от ресивера к корректору)
24	Немедленно снять нагрузку и после снижения температуры воды остановите дизель.
25	Поочередным отключением топливных насосов выявить неисправную форсунку и отключите насос. Разрешается работать до прибытия в депо при одном отключенном насосе, при двух - на всех позициях, кроме 3, 4, 5-й и 6-й.
26	Добавить масло в регулятор.
27	Проверить трубопровод подвода смазки и состояние вентилей
28	Перейти на аварийный топливоподкачивающий агрегат включением тумблера ТНА.
0	0
0	0
0	0
Приложение N 3	0
к Перечню действий локомотивных	0
бригад по выявлению и устранению	0
неисправностей на локомотивах	0
при поездной и маневровой работе	0
0	0
Порядок действий локомотивных бригад по выявлению и устранению неисправностей на тепловозах 2ТЭ25А	0
0	0
* условия возникновения неисправности или действия, вызвавшие ее	0
0	0
N	Метод устранения неисправности
0	0
Аварийная остановка тепловоза, наличие сигнала о нажатой кнопке "Аварийный стоп" в УОИ*	0
1	Восстановить кнопку "Аварийный стоп".
0	Проверить состояние контактной группы кнопки "Аварийный стоп".
Неисправность режима "Автопрогрев", автоматически не запустился дизель	0
2	Определить причину отсутствия запуска дизеля.
0	0
Авария регулятора напряжения, Наличие в УОИ сигнала об аварии регулятора напряжения стартер-генератора (РНВГ)	0
3	Проверить автомат на блоке РНВГ. Внимание! Отсутствует заряд аккумуляторной батареи! Не работает компрессор. Отключить лишние потребители. При возможности заменить на резервный РНВГ.
0	0
0	0
Отсутствие в УОИ сигнала о закрытой двери блока возбуждения ВТПП	0
4	Проверить закрытие двери выпрямителя, возбуждение, состояние контактов концевых выключателей.
0	0
0	0
0	0
Блокировка жалюзи ЭДТ, отсутствие в УОИ сигнала об открытых жалюзи	0
5	Проверить состояние жалюзи блока ЭДТ, работу пневматического вентиля ВЖТ1, выход штока пневмоцилиндра, состояние концевого выключателя. Если причина не найдена - не пользоваться ЭДТ.
0	0
0	0
0	0
Блокировка дверей аппаратной камеры, отсутствие в УОИ сигнала о закрытых дверях	0
6	Проверить закрытие дверей, состояние контактов концевых выключателей.
0	0
0	0
0	0
Отсутствие в УОИ сигнала о включенном ЭПК	0
7	Проверить состояние ЭПК.
0	0
0	0
0	0
В преобразователе сигнал о не включении (не отключении) разъединителя после подачи сигнала на включение (отключение)	0
8	По кадру 3 контролировать состояние разъединителя. Если разъединитель не включается, то выключить все три ОМ данной тележки, проверить отключение размыкателя в ТП (кадр 3).
0	Если размыкатель не отключился - перевести секцию в Холостой ход.
0	0
В преобразователе сигнал об отсутствии 110 В от автомата "Управление общее"	0
9	Проверить автомат Управление общее, разъемы на ТП. Если не помогает выключить все три ОМ данной тележки. Проверить по ДМ отключение размыкателя.
0	Если размыкатель не отключился перевести секцию в Холостой ход.
0	0
В преобразователе сигнал о наличии отключенного автомата Вентиляторов ТП	0
10	Проверить состояние автоматов вентиляторов охлаждения ТП и самих мотор-вентиляторов.При неисправности мотора выключить все три ОМ данной тележки,проверить отключение размыкателя в ТП (кадр 3).
0	Если размыкатель не отключился перевести секцию в Холостой ход.
0	\
В преобразователе сигнал о не включении/не отключении разъединителя после подачи сигнала на включение	0
11	По кадру 3 контролировать состояние разъединителя. Если разъединитель не включается, то выключить все три ОМ данной тележки, проверить отключение размыкателя в ТП (кадр 3).
0	Если размыкатель не отключился -перевести секцию в Холостой ход.
0	0
В режиме "ЭДТ" в УОИ сигнал о давлении воздуха в ТЦ более 0,5 кгс/см2	0
12	В режиме ЭДТ использование крана машиниста (условный 215) запрещено.
0	0
0	0
Наличие сигнала о включении БУ в УОИ обеих секций	0
13	Проверить правильность включения блокировок управления (ВЦУ).
0	0
0	0
При задании режима "ЭДТ" в УОИ сигнал о наличии отключенных ОМ	0
14	Режим "ЭДТ" возможен только при включении всех ТЭД.
0	0
0	0
0	0
Отсутствие сигнала о включении БУ в УОИ (в односекционном режиме) или в УОИ на обеих секциях	0
15	Выберите главную кабину, включив блок управления (ВЦУ).
0	0
0	0
При включении/отключении устройством обработки информации (УОИ) контактора Д1(Д2) сигнал обратной связи о его включении/отключении в УОИ не приходит	0
16	Проверить контактор и его блок-контакты.
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
При отключенном/включенном устройством обработки информации (УОИ) контакторе Д1(Д2) в УОИ приходит сигнал обратной связи о его включении/отключении	0
17	Проверить контактор и его блок-контакты.
0	Проверить наличие земли в цепях управления.
0	0
0	0
0	0
0	Проверить контактор и его блок-контакты
0	0
0	0
0	0
0	0
В УОИ сигнал о давлении в питательной магистрали менее 7,2 атм.	0
18	Компрессор в ручном режиме управления и отключен! Проверить состояние тумблера.
0	Контролировать давление в питательной магистрали по манометру.
0	Не забудь включить компрессор!
Наличие в УОИ сигнала от КДМ о давлении газов в картере	0
19	Проверить уровень жидкости в дифманомере. При отсутствии жидкости запуск дизеля запрещен.
0	0
0	0
После режима "Раскрутки" в УОИ сигнал о давлении масла меньше 0,5 с датчика ВР1	0
20	Проверить уровень масла, положение предельного выключателя и воздушной захлопки..
0	0
0	0
0	0
При положении "Нейтраль" реверсора в УОИ не поступали сигналы от кнопок "Вперед" или "Назад"	0
21	Выбрать направление движения нажатием кнопки "Вперед" или "Назад".
0	0
0	0
0	0
0	0
Наличие сигнала о нажатой кнопке СТОП дизеля 1 или СТОП дизеля 2 в УОИ	0
22	Проверить состояние контактной группы кнопки "Стоп дизеля 1" или "Стоп дизеля 2".
0	0
0	0
В УОИ сигнал о давлении в тормозных цилиндрах (датчик ВР8/ВР9) больше 0,2 кг/кв.см дольше 30 сек.	0
23	Проверить воздух в тормозных цилиндрах по манометру. Проверить режим включения воздухораспределителя, при повторном срабатывании перевести на равнинный режим, выпустить воздух выпускным клапаном.
0	0
0	0
0	0
В преобразователе сигнал о защите по ТЭД1 ТЭД6	0
24	Повторно собрать схему тяги. При повторном срабатывании выключить ОМ1 - ОМ6.
0	0
0	0
Разница между током мотор-вентилятора обдува тормозных резисторов и допустимым (вычисленным при помощи тока через тормозной резистор) превысила 20 А	0
25	Проверить наличие тока через мотор-вентиляторы и резисторы ЭДТ. Если есть неисправность, то не пользоваться ЭДТ. Если возникает в режиме "Тяги", то отключить ОМ1, ОМ2, ОМ3.
0	0
0	0
0	0
В режиме тяги в УОИ сигнал о токе через резисторы ЭДТ более 100А	0
26	Проверить наличие тока через мотор-вентиляторы и резисторы ЭДТ. Если есть неисправность, то не пользоваться ЭДТ. Если возникает в режиме "Тяги", то отключить ОМ4, ОМ5, ОМ6.
0	0
0	0
В преобразователе тормозной ток более нормы	0
27	Запрет пользования ЭДТ. При срабатывании в режиме "Тяга" выключить все три ОМ данной тележки, проверить отключение размыкателя в ТП (кадр 3).
0	Если размыкатель не отключился - перевести секцию в режим "Холостой ход".
0	0
При отключении/включении устройством обработки информации (УОИ) контактора КМ1 сигнал обратной связи о его отключении/включении в УОИ не приходит	0
28	Проверить контактор и его блок-контакты. Если неисправность обнаружить не удалось - возбуждения не будет! Перевести секцию в режим "Холостой ход". Контролировать температуру теплоносителей дизеля.
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
При отключенном/включеном устройством обработки информации (УОИ) контакторе КМ1 в УОИ приходит сигнал обратной связи о его включении/отключении	0
29	Проверить контактор и его блок-контакты. Проверить наличие земли в цепях управления. Если неисправность обнаружить не удалось - возбуждения не будет! Перевести секцию в режим "Холостой ход". Контролировать температуру теплоносителей дизеля.
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
При включении/отключении устройством обработки информации (УОИ) контактора КМ8 сигнал обратной связи о его включении/отключении в УОИ не приходит	0
30	Проверить контактор и его блок-контакты.
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
При отключенном устройством обработки информации (УОИ) контакторе КМ8 в УОИ приходит сигнал обратной связи о его включении/отключении	0
31	Проверить контактор и его блок-контакты.
0	Проверить наличие земли в цепях управления.
0	0
0	0
0	0
0	Проверить контактор и его блок-контакты.
0	0
0	0
0	0
0	0
При включении/отключении устройством обработки информации (УОИ) контактора КДК/КУДК сигнал обратной связи о его включении/отключении в УОИ не приходит	0
32	Проверить контактор и его блок-контакты.
0	Внимание! Компрессор на данной секции не работает.
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	Проверить контактор и его блок-контакты.
0	Внимание! Компрессор на данной секции не работает.
0	0
0	0
0	0
0	Проверить контактор и его блок-контакты.
0	Внимание! Компрессор на данной секции не работает.
0	0
0	0
0	0
0	0
При отключенном/включеном устройством обработки информации (УОИ) контакторе КДК/КУДК в УОИ приходит сигнал обратной связи о его включении/отключении	0
33	Проверить контактор и его блок-контакты.
0	Внимание! Компрессор на данной секции не работает.
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	Проверить контактор и его блок-контакты.
0	Внимание! Компрессор на данной секции не работает.
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
При включении/отключении устройством обработки информации (УОИ) контактора КМ7 сигнал обратной связи о его включении/отключении в УОИ не приходит	0
34	Проверить контактор и его блок-контакты.
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
При отключенном/включеном устройством обработки информации (УОИ) контакторе КМ7 в УОИ приходит сигнал обратной связи о его включении/отключении	0
35	Проверить контактор и его блок-контакты.
0	Проверить наличие земли в цепях управления.
0	0
0	0
0	0
0	Проверить контактор и его блок-контакты.
0	0
0	0
0	0
0	0
При включении/отключении устройством обработки информации (УОИ) контактора КМН сигнал обратной связи о его включении/отключении в УОИ не приходит	0
36	Проверить контактор и его блок-контакты.
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
При отключенном/включеном устройством обработки информации (УОИ) контакторе КМН в УОИ приходит сигнал обратной связи о его включении/отключении	0
37	Проверить контактор и его блок-контакты.
0	Проверить наличие земли в цепях управления.
0	0
0	0
0	0
0	Проверить контактор и его блок-контакты.
0	0
0	0
0	0
0	0
В УОИ сигнал о включении тумблера управления компрессором в режим "ручной откл." или "ручной вкл."	0
38	Проверить состояние тумблера.
0	Контролировать давление в питательной магистрали по манометру.
0	0
0	0
При включении/отключении устройством обработки информации (УОИ) контактора КРН сигнал обратной связи о его включении/отключении в УОИ не приходит	0
39	Проверить контактор и его блок-контакты.
0	Внимание! Отсутствует заряд аккумуляторной батареи! Не работает компрессор. Отключить лишние потребители!
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
При отключенном/включеном устройством обработки информации (УОИ) контакторе КРН в УОИ приходит сигнал обратной связи о его включении/отключении	0
40	Проверить контактор и его блок-контакты. (Внимание! Отсутствует заряд аккумуляторной батареи! Не работает компрессор. Отключить лишние потребители!)
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
При включении/отключении устройством обработки информации (УОИ) контактора КТН сигнал обратной связи о его включении/отключении в УОИ не приходит	0
41	Проверить контактор и его блок-контакты.
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
При отключенном/включеном устройством обработки информации (УОИ) контакторе КТН в УОИ приходит сигнал обратной связи о его включении/отключении	0
42	Проверить контактор и его блок-контакты.
0	Проверить наличие земли в цепях управления.
0	0
0	0
0	0
0	Проверить контактор и его блок-контакты.
0	0
0	0
0	0
0	0
Наличие в УОИ сигнала о положении "0" КМ	0
43	Выполнить несколько переключений контроллера при выключенном тумблере "Управление тепловозом". Заменить контроллер на контроллер с задней секции.
0	0
При задании режима "Тяги" и включенном виртуальном тумблере "Реостат" ДМ	0
44	Включен режим реостатных испытаний (Кадр 2, тумблер "Реостат").
0	0
В преобразователе выпрямленное напряжение менее/более нормы	0
45	Контролировать работу системы возбуждения ТГ на кадре "Электрооборудование/Возбуждение". Если система возбуждения неисправна, то перевести секцию в "Холостой ход".
0	Если возбуждение исправно (есть напряжение с обеих звезд ТГ), то выключить все три ОМ данной тележки. Проверить по ДМ отключение размыкателя.
0	0
0	0
0	Повторно собрать схему тяги. При повторном срабатывании выключить все три ОМ данной тележки, проверить отключение размыкателя в ТП (кадр 3).
0	Если размыкатель не отключился - перевести секцию в "Холостой ход".
0	0
0	0
0	Контролировать работу системы возбуждения ТГ на кадре "Электрооборудование/Возбуждение". Если система возбуждения неисправна, то перевести секцию в "Холостой ход", если возбуждение исправно (есть напряжение с обеих звезд ТГ), то выключить все три ОМ данной тележки. Проверить по ДМ отключение размыкателя. Если размыкатель не отключился - перевести секцию в "Холостой ход".
0	0
0	0
0	0
0	Повторно собрать схему тяги. При повторном срабатывании выключить все три ОМ данной тележки, проверить отключение размыкателя в ТП (кадр 3).
0	Если размыкатель не отключился - перевести секцию в "Холостой ход".
0	0
0	0
В УОИ сигналы о неверном включении силовых автоматов	0
46	Проверить правильность включения автоматов QF16, QF18, QF17 в тамбуре. (Кадр "Вспомогательное оборудование/ Охлаждение ТА и ТЭД").
0	0
0	Проверить правильность включения автоматов QF2, QF7, QF3 в тамбуре (Кадр 4).
0	0
0	Проверить правильность включения автоматов QF4, QF8, QF5 в тамбуре (Кадр 4)
0	0
0	Проверить правильность включения автоматов QF9, QF12, QF10 в тамбуре (Кадр "Вспомогательное оборудование/ Охлаждение ТА и ТЭД")
0	0
В УОИ сигнал о двух одновременно нажатых кнопках реверсора "Вперед" и "Назад"	0
47	Выбрать направление движения нажатием кнопки "Вперед" или "Назад". Проверить состояние контактных групп кнопок при ложном срабатывании.
0	0
Напряжение БС менее 30В или более 130В	0
48	Проверить зарядку АБ по вольтметру.
0	Внимание! При отсутствии заряда аккумуляторной батареи не работает компрессор. Отключить лишние потребители!
0	0
0	0
В преобразователе сигнал о пропадании сигналов с ДЧВ 1 - 6 ТЭД	0
49	Повторно собрать схему тяги. При повторном срабатывании выключить ОМ1 - ОМ6.
0	0
В УОИ сигналы о неисправности преобразователя или отсутствии с ним связи	0
50	Переключить тумблер "Возбуждение", автомат SF21 в высоковольтной камере. При повторной выдаче сообщения перевести преобразователь на резервную схему.
0	0
0	0
0	Переключить тумблер "Возбуждение", автомат SF16/SF17 в высоковольтной камере. При повторной выдаче сообщения перевести преобразователь на резервную схему.
0	0
0	0
0	Переключить тумблер "Возбуждение", автомат SF18 в высоковольтной камере. При повторной выдаче сообщения перевести преобразователь на резервную схему.
0	0
0	0
Неисправность платы БОДД	0
51	Проверьте установку платы БОДД, перезагрузите УОИ, если не помогает вызовите вспомогательный локомотив.
0	0
0	0
Отсутствие в УОИ сигнала о наличии воды в расширительном баке	0
52	Проверить уровень воды в расширительном баке, состояние разъема на датчике уровня.
0	0
0	0
0	0
Напряжение бортовой сети более 107 В, а ток зарядки менее 0.2 А	0
53	Проверить зарядку АБ по вольтметру и автомат блока РНВГ.
0	Внимание! При отсутствии заряда аккумуляторной батареи не работает компрессор. Отключить лишние потребители!
0	0
0	0
В УОИ сигнал о напряжении вспомогательного генератора менее 90 В	0
54	Повторно поставить 1 позицию тяги или переключить тумблер "Возбуждение". По кадру "электрооборудование/Возбуждение" контролировать включение контактора КМ1, появление тока и напряжения вспомогательного генератора.
0	Осмотреть целостность проводов на блоке диодов UZ1 и датчике U9.
0	0
0	0
В УОИ сигнал о давлении масла с датчика ВР1 меньше 0,25 кг/см2 в течении 60с с начала прокачки масла (после нажатия кнопки "Пуск")	0
55	Проверить уровень масла, работу насоса прокачки масла (если не работает - проверить предохранитель и контактор КМН) сравнить показания датчиков давления масла на входе и выходе дизеля (кадр Дизель, Масляная система).
0	При неисправности датчика давления масла допускается заменить на датчик давления топлива.
